10081,Lemon Juice,Snowy Specialties,6.69,1,0,0,0,0
10043,Lettuce,Farmers & Co,51.6,1,0,0,0,0
10076,Lobster,Nemo's Sea Market,17.85,0,0,0,0,1
10088,Macaroni,Snowy Specialties,9.99,1,0,0,1,0
10105,Maple Syrup,Bly Manor Artisanal Rarities,23.38,1,0,0,0,0
10101,Mascarpone,Cheesy Delights,49.35,1,1,0,0,0
10005,Milk,Hawthorne Creek Dairy Farm,4.99,1,1,0,0,0
10001,Mozzarella,Cheesy Delights,123.45,1,1,0,0,0
10077,Mussel,Nemo's Sea Market,72.35,0,0,0,0,1
10092,Nutmeg,Ellington's Aromatics,34.8,1,0,0,0,0
10075,Old Bay Spice Mix,Ellington's Aromatics,28.91,1,0,0,0,0
10015,Olive Oil,Bly Manor Artisanal Rarities,43.45,1,0,0,0,0
10029,Onion,Farmers & Co,61.26,1,0,0,0,0
10104,Orange,Farmers & Co,26.32,1,0,0,0,0
10010,Oregano,Phineas and Herbs,55.9,1,0,0,0,0
10038,Paprika,Ellington's Aromatics,69.69,1,0,0,0,0
10009,Parmesan,Cheesy Delights,217.06,1,1,0,0,0
10011,Parsley,Phineas and Herbs,75,1,0,0,0,0
10035,Pasta,Snowy Specialties,29.99,1,0,0,1,0
10094,Pastry,Olde Hickory Bakery,42.3,1,0,0,1,0
10003,Pepper,Ellington's Aromatics,95.55,1,0,0,0,0
10089,Pepperoni,Meat Treats Butchery,59.63,0,0,0,0,0
10034,Pesto,Bly Manor Artisanal Rarities,37.26,1,0,0,0,0
10087,Pickle,Farmers & Co,9.69,1,0,0,0,0
10031,Potato,Farmers & Co,23.65,1,0,0,0,0
10117,Pumpkin,Farmers & Co,24.19,1,0,0,0,0
10063,Quinoa,Bly Manor Artisanal Rarities,86.25,1,0,0,1,0
10050,Ricotta,Hawthorne Creek Dairy Farm,27.23,1,1,0,0,0
10080,Salmon,Nemo's Sea Market,76.7,0,0,0,0,1
10002,Salt,Ellington's Aromatics,21.25,1,0,0,0,0
10079,Sea Bass,Nemo's Sea Market,299.95,0,0,0,0,1
10072,Seasame Oil,Bly Manor Artisanal Rarities,124.73,1,0,0,0,0
10083,Shrimp,Nemo's Sea Market,54.05,0,0,0,0,1
10025,Sour Cream,Hawthorne Creek Dairy Farm,26.62,1,1,0,0,0
10069,Soy Sauce,Bly Manor Artisanal Rarities,26.54,1,0,0,0,1
10023,Spinach,Farmers & Co,3.6,1,0,0,0,0
10112,Sprite,Drinks & Dregs,30.99,1,0,0,0,0
10106,Strawberry,Farmers & Co,6.44,1,0,0,0,0
10116,Strawberry Milk,Drinks & Dregs,420.69,1,1,0,0,0
10048,Sugar,Ellington's Aromatics,28.64,1,0,0,0,0
10114,Sweet Tea,Drinks & Dregs,30.45,1,0,0,0,0
10012,Thyme,Phineas and Herbs,76.74,1,0,0,0,0
10066,Tofu,Bly Manor Artisanal Rarities,14.22,1,0,0,0,0
10017,Tomato,Farmers & Co,26.29,1,0,0,0,0
10027,Tortilla Chip,Snowy Specialties,32.14,1,0,0,1,0
10030,Truffle Oil,Bly Manor Artisanal Rarities,10.89,1,0,0,0,0
10097,Vanilla,Bly Manor Artisanal Rarities,221.13,1,0,0,0,0
10108,Vanilla Ice Cream,Hawthorne Creek Dairy Farm,47.47,1,1,0,0,0
10019,Vegetable Oil,Bly Manor Artisanal Rarities,43.13,1,0,0,0,0
10057,Vegetable Stock,Snowy Specialties,26.63,1,0,0,0,0
10067,Vinegar,Bly Manor Artisanal Rarities,11.29,1,0,0,0,0
10082,White Wine,Bly Manor Artisanal Rarities,11.29,1,0,0,0,0
10047,Wine Vinegar,Bly Manor Artisanal Rarities,7.26,1,0,0,0,0
10098,Yeast,Snowy Specialties,59.49,1,0,0,1,0
10052,Zucchini,Farmers & Co,11.99,1,0,0,0,0
